n_bin,bin,bin_from,bin_to,bin_size,variable,tmp_avg,tmp_djf,tmp_jja,variable_metric,metric
1,"(-4.475,-4.45]",-4.475,-4.45,0.025,tmp,0,0,1.0777604138599989e-5,tmp_jja,jja
2,"(-4.45,-4.425]",-4.45,-4.425,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
3,"(-4.425,-4.4]",-4.425,-4.4,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
4,"(-4.35,-4.325]",-4.35,-4.325,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
5,"(-4.325,-4.3]",-4.325,-4.3,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
6,"(-4.3,-4.275]",-4.3,-4.275,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
7,"(-4.275,-4.25]",-4.275,-4.25,0.025,tmp,0,0,3.2332812415799966e-5,tmp_jja,jja
8,"(-4.25,-4.225]",-4.25,-4.225,0.025,tmp,0,0,2.1555208277199977e-5,tmp_jja,jja
1,"(-4.225,-4.2]",-4.225,-4.2,0.025,tmp,0,1.0777604138599989e-5,4.3110416554399954e-5,tmp_djf,djf
9,"(-4.225,-4.2]",-4.225,-4.2,0.025,tmp,0,1.0777604138599989e-5,4.3110416554399954e-5,tmp_jja,jja
2,"(-4.2,-4.175]",-4.2,-4.175,0.025,tmp,0,6.466562483159993e-5,5.388802069299995e-5,tmp_djf,djf
10,"(-4.2,-4.175]",-4.2,-4.175,0.025,tmp,0,6.466562483159993e-5,5.388802069299995e-5,tmp_jja,jja
11,"(-4.175,-4.15]",-4.175,-4.15,0.025,tmp,0,0,5.388802069299995e-5,tmp_jja,jja
12,"(-4.15,-4.125]",-4.15,-4.125,0.025,tmp,0,0,7.544322897019993e-5,tmp_jja,jja
3,"(-4.125,-4.1]",-4.125,-4.1,0.025,tmp,0,2.694401034649997e-4,8.622083310879991e-5,tmp_djf,djf
13,"(-4.125,-4.1]",-4.125,-4.1,0.025,tmp,0,2.694401034649997e-4,8.622083310879991e-5,tmp_jja,jja
14,"(-4.1,-4.075]",-4.1,-4.075,0.025,tmp,0,0,8.622083310879991e-5,tmp_jja,jja
15,"(-4.075,-4.05]",-4.075,-4.05,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
16,"(-4.05,-4.025]",-4.05,-4.025,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
4,"(-4.025,-4]",-4.025,-4,0.025,tmp,0,8.729859352265991e-4,8.622083310879991e-5,tmp_djf,djf
17,"(-4.025,-4]",-4.025,-4,0.025,tmp,0,8.729859352265991e-4,8.622083310879991e-5,tmp_jja,jja
5,"(-4,-3.975]",-4,-3.975,0.025,tmp,0,4.3110416554399954e-5,8.622083310879991e-5,tmp_djf,djf
18,"(-4,-3.975]",-4,-3.975,0.025,tmp,0,4.3110416554399954e-5,8.622083310879991e-5,tmp_jja,jja
19,"(-3.975,-3.95]",-3.975,-3.95,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
20,"(-3.95,-3.925]",-3.95,-3.925,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
6,"(-3.925,-3.9]",-3.925,-3.9,0.025,tmp,0,5.281026027913995e-4,1.6166406207899985e-4,tmp_djf,djf
21,"(-3.925,-3.9]",-3.925,-3.9,0.025,tmp,0,5.281026027913995e-4,1.6166406207899985e-4,tmp_jja,jja
7,"(-3.9,-3.875]",-3.9,-3.875,0.025,tmp,0,5.388802069299995e-5,1.2933124966319986e-4,tmp_djf,djf
22,"(-3.9,-3.875]",-3.9,-3.875,0.025,tmp,0,5.388802069299995e-5,1.2933124966319986e-4,tmp_jja,jja
23,"(-3.875,-3.85]",-3.875,-3.85,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
24,"(-3.85,-3.825]",-3.85,-3.825,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
8,"(-3.825,-3.8]",-3.825,-3.8,0.025,tmp,0,5.927682276229994e-4,9.69984372473999e-5,tmp_djf,djf
25,"(-3.825,-3.8]",-3.825,-3.8,0.025,tmp,0,5.927682276229994e-4,9.69984372473999e-5,tmp_jja,jja
26,"(-3.8,-3.775]",-3.8,-3.775,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
27,"(-3.775,-3.75]",-3.775,-3.75,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
28,"(-3.75,-3.725]",-3.75,-3.725,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
9,"(-3.725,-3.7]",-3.725,-3.7,0.025,tmp,0,1.832192703561998e-4,1.5088645794039985e-4,tmp_djf,djf
29,"(-3.725,-3.7]",-3.725,-3.7,0.025,tmp,0,1.832192703561998e-4,1.5088645794039985e-4,tmp_jja,jja
10,"(-3.7,-3.675]",-3.7,-3.675,0.025,tmp,0,4.742145820983995e-4,1.077760413859999e-4,tmp_djf,djf
30,"(-3.7,-3.675]",-3.7,-3.675,0.025,tmp,0,4.742145820983995e-4,1.077760413859999e-4,tmp_jja,jja
31,"(-3.675,-3.65]",-3.675,-3.65,0.025,tmp,0,0,1.6166406207899985e-4,tmp_jja,jja
32,"(-3.65,-3.625]",-3.65,-3.625,0.025,tmp,0,0,2.155520827719998e-4,tmp_jja,jja
11,"(-3.625,-3.6]",-3.625,-3.6,0.025,tmp,0,6.897666648703993e-4,2.3710729104919976e-4,tmp_djf,djf
33,"(-3.625,-3.6]",-3.625,-3.6,0.025,tmp,0,6.897666648703993e-4,2.3710729104919976e-4,tmp_jja,jja
34,"(-3.6,-3.575]",-3.6,-3.575,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
35,"(-3.575,-3.55]",-3.575,-3.55,0.025,tmp,0,0,1.077760413859999e-4,tmp_jja,jja
36,"(-3.55,-3.525]",-3.55,-3.525,0.025,tmp,0,0,1.5088645794039985e-4,tmp_jja,jja
12,"(-3.525,-3.5]",-3.525,-3.5,0.025,tmp,0,4.203265614053996e-4,1.832192703561998e-4,tmp_djf,djf
37,"(-3.525,-3.5]",-3.525,-3.5,0.025,tmp,0,4.203265614053996e-4,1.832192703561998e-4,tmp_jja,jja
13,"(-3.5,-3.475]",-3.5,-3.475,0.025,tmp,0,1.2933124966319986e-4,7.544322897019993e-5,tmp_djf,djf
38,"(-3.5,-3.475]",-3.5,-3.475,0.025,tmp,0,1.2933124966319986e-4,7.544322897019993e-5,tmp_jja,jja
39,"(-3.475,-3.45]",-3.475,-3.45,0.025,tmp,0,0,1.7244166621759982e-4,tmp_jja,jja
40,"(-3.45,-3.425]",-3.45,-3.425,0.025,tmp,0,0,9.69984372473999e-5,tmp_jja,jja
14,"(-3.425,-3.4]",-3.425,-3.4,0.025,tmp,0,5.819906234843994e-4,6.466562483159993e-5,tmp_djf,djf
41,"(-3.425,-3.4]",-3.425,-3.4,0.025,tmp,0,5.819906234843994e-4,6.466562483159993e-5,tmp_jja,jja
15,"(-3.4,-3.375]",-3.4,-3.375,0.025,tmp,0,1.1855364552459988e-4,1.6166406207899985e-4,tmp_djf,djf
42,"(-3.4,-3.375]",-3.4,-3.375,0.025,tmp,0,1.1855364552459988e-4,1.6166406207899985e-4,tmp_jja,jja
43,"(-3.375,-3.35]",-3.375,-3.35,0.025,tmp,0,0,1.2933124966319986e-4,tmp_jja,jja
44,"(-3.35,-3.325]",-3.35,-3.325,0.025,tmp,0,0,2.2632968691059977e-4,tmp_jja,jja
16,"(-3.325,-3.3]",-3.325,-3.3,0.025,tmp,0,6.358786441773993e-4,2.047744786333998e-4,tmp_djf,djf
45,"(-3.325,-3.3]",-3.325,-3.3,0.025,tmp,0,6.358786441773993e-4,2.047744786333998e-4,tmp_jja,jja
46,"(-3.3,-3.275]",-3.3,-3.275,0.025,tmp,0,0,8.622083310879991e-5,tmp_jja,jja
47,"(-3.275,-3.25]",-3.275,-3.25,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
48,"(-3.25,-3.225]",-3.25,-3.225,0.025,tmp,0,0,1.832192703561998e-4,tmp_jja,jja
17,"(-3.225,-3.2]",-3.225,-3.2,0.025,tmp,0,3.772161448509996e-4,1.832192703561998e-4,tmp_djf,djf
49,"(-3.225,-3.2]",-3.225,-3.2,0.025,tmp,0,3.772161448509996e-4,1.832192703561998e-4,tmp_jja,jja
18,"(-3.2,-3.175]",-3.2,-3.175,0.025,tmp,0,3.341057282965997e-4,1.5088645794039985e-4,tmp_djf,djf
50,"(-3.2,-3.175]",-3.2,-3.175,0.025,tmp,0,3.341057282965997e-4,1.5088645794039985e-4,tmp_jja,jja
51,"(-3.175,-3.15]",-3.175,-3.15,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
52,"(-3.15,-3.125]",-3.15,-3.125,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
19,"(-3.125,-3.1]",-3.125,-3.1,0.025,tmp,0,9.160963517809991e-4,2.2632968691059977e-4,tmp_djf,djf
53,"(-3.125,-3.1]",-3.125,-3.1,0.025,tmp,0,9.160963517809991e-4,2.2632968691059977e-4,tmp_jja,jja
54,"(-3.1,-3.075]",-3.1,-3.075,0.025,tmp,0,0,1.4010885380179986e-4,tmp_jja,jja
55,"(-3.075,-3.05]",-3.075,-3.05,0.025,tmp,0,0,2.4788489518779973e-4,tmp_jja,jja
56,"(-3.05,-3.025]",-3.05,-3.025,0.025,tmp,0,0,1.1855364552459988e-4,tmp_jja,jja
20,"(-3.025,-3]",-3.025,-3,0.025,tmp,0,6.035458317615994e-4,3.017729158807997e-4,tmp_djf,djf
57,"(-3.025,-3]",-3.025,-3,0.025,tmp,0,6.035458317615994e-4,3.017729158807997e-4,tmp_jja,jja
21,"(-3,-2.975]",-3,-2.975,0.025,tmp,0,1.7244166621759982e-4,2.047744786333998e-4,tmp_djf,djf
58,"(-3,-2.975]",-3,-2.975,0.025,tmp,0,1.7244166621759982e-4,2.047744786333998e-4,tmp_jja,jja
59,"(-2.975,-2.95]",-2.975,-2.95,0.025,tmp,0,0,2.4788489518779973e-4,tmp_jja,jja
60,"(-2.95,-2.925]",-2.95,-2.925,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
22,"(-2.925,-2.9]",-2.925,-2.9,0.025,tmp,0,5.927682276229994e-4,1.1855364552459988e-4,tmp_djf,djf
61,"(-2.925,-2.9]",-2.925,-2.9,0.025,tmp,0,5.927682276229994e-4,1.1855364552459988e-4,tmp_jja,jja
23,"(-2.9,-2.875]",-2.9,-2.875,0.025,tmp,0,3.341057282965997e-4,2.586624993263997e-4,tmp_djf,djf
62,"(-2.9,-2.875]",-2.9,-2.875,0.025,tmp,0,3.341057282965997e-4,2.586624993263997e-4,tmp_jja,jja
63,"(-2.875,-2.85]",-2.875,-2.85,0.025,tmp,0,0,2.2632968691059977e-4,tmp_jja,jja
64,"(-2.85,-2.825]",-2.85,-2.825,0.025,tmp,0,0,2.155520827719998e-4,tmp_jja,jja
24,"(-2.825,-2.8]",-2.825,-2.8,0.025,tmp,0,8.190979145335992e-4,3.017729158807997e-4,tmp_djf,djf
65,"(-2.825,-2.8]",-2.825,-2.8,0.025,tmp,0,8.190979145335992e-4,3.017729158807997e-4,tmp_jja,jja
66,"(-2.8,-2.775]",-2.8,-2.775,0.025,tmp,0,0,3.879937489895996e-4,tmp_jja,jja
67,"(-2.775,-2.75]",-2.775,-2.75,0.025,tmp,0,0,2.802177076035997e-4,tmp_jja,jja
68,"(-2.75,-2.725]",-2.75,-2.725,0.025,tmp,0,0,2.3710729104919976e-4,tmp_jja,jja
25,"(-2.725,-2.7]",-2.725,-2.7,0.025,tmp,0,8.083203103949992e-4,2.3710729104919976e-4,tmp_djf,djf
69,"(-2.725,-2.7]",-2.725,-2.7,0.025,tmp,0,8.083203103949992e-4,2.3710729104919976e-4,tmp_jja,jja
70,"(-2.7,-2.675]",-2.7,-2.675,0.025,tmp,0,0,4.4188176968259954e-4,tmp_jja,jja
71,"(-2.675,-2.65]",-2.675,-2.65,0.025,tmp,0,0,2.694401034649997e-4,tmp_jja,jja
72,"(-2.65,-2.625]",-2.65,-2.625,0.025,tmp,0,0,2.047744786333998e-4,tmp_jja,jja
26,"(-2.625,-2.6]",-2.625,-2.6,0.025,tmp,0,0.0010669828097213988,2.802177076035997e-4,tmp_djf,djf
73,"(-2.625,-2.6]",-2.625,-2.6,0.025,tmp,0,0.0010669828097213988,2.802177076035997e-4,tmp_jja,jja
74,"(-2.6,-2.575]",-2.6,-2.575,0.025,tmp,0,0,2.694401034649997e-4,tmp_jja,jja
75,"(-2.575,-2.55]",-2.575,-2.55,0.025,tmp,0,0,4.203265614053996e-4,tmp_jja,jja
76,"(-2.55,-2.525]",-2.55,-2.525,0.025,tmp,0,0,4.5265937382119953e-4,tmp_jja,jja
27,"(-2.525,-2.5]",-2.525,-2.5,0.025,tmp,0,0.001013094789028399,3.233281241579997e-4,tmp_djf,djf
77,"(-2.525,-2.5]",-2.525,-2.5,0.025,tmp,0,0.001013094789028399,3.233281241579997e-4,tmp_jja,jja
28,"(-2.5,-2.475]",-2.5,-2.475,0.025,tmp,0,2.4788489518779973e-4,3.4488333243519963e-4,tmp_djf,djf
78,"(-2.5,-2.475]",-2.5,-2.475,0.025,tmp,0,2.4788489518779973e-4,3.4488333243519963e-4,tmp_jja,jja
79,"(-2.475,-2.45]",-2.475,-2.45,0.025,tmp,0,0,3.341057282965997e-4,tmp_jja,jja
80,"(-2.45,-2.425]",-2.45,-2.425,0.025,tmp,0,0,4.849921862369995e-4,tmp_jja,jja
29,"(-2.425,-2.4]",-2.425,-2.4,0.025,tmp,0,9.592067683353991e-4,3.125505200193997e-4,tmp_djf,djf
81,"(-2.425,-2.4]",-2.425,-2.4,0.025,tmp,0,9.592067683353991e-4,3.125505200193997e-4,tmp_jja,jja
30,"(-2.4,-2.375]",-2.4,-2.375,0.025,tmp,0,2.802177076035997e-4,4.742145820983995e-4,tmp_djf,djf
82,"(-2.4,-2.375]",-2.4,-2.375,0.025,tmp,0,2.802177076035997e-4,4.742145820983995e-4,tmp_jja,jja
83,"(-2.375,-2.35]",-2.375,-2.35,0.025,tmp,0,0,4.5265937382119953e-4,tmp_jja,jja
84,"(-2.35,-2.325]",-2.35,-2.325,0.025,tmp,0,0,6.251010400387994e-4,tmp_jja,jja
31,"(-2.325,-2.3]",-2.325,-2.3,0.025,tmp,0,0.0013903109338793986,6.466562483159994e-4,tmp_djf,djf
85,"(-2.325,-2.3]",-2.325,-2.3,0.025,tmp,0,0.0013903109338793986,6.466562483159994e-4,tmp_jja,jja
86,"(-2.3,-2.275]",-2.3,-2.275,0.025,tmp,0,0,4.634369779597995e-4,tmp_jja,jja
87,"(-2.275,-2.25]",-2.275,-2.25,0.025,tmp,0,0,5.496578110685995e-4,tmp_jja,jja
88,"(-2.25,-2.225]",-2.25,-2.225,0.025,tmp,0,0,6.574338524545993e-4,tmp_jja,jja
32,"(-2.225,-2.2]",-2.225,-2.2,0.025,tmp,0,0.0017567494745917983,6.358786441773993e-4,tmp_djf,djf
89,"(-2.225,-2.2]",-2.225,-2.2,0.025,tmp,0,0.0017567494745917983,6.358786441773993e-4,tmp_jja,jja
90,"(-2.2,-2.175]",-2.2,-2.175,0.025,tmp,0,0,6.251010400387994e-4,tmp_jja,jja
91,"(-2.175,-2.15]",-2.175,-2.15,0.025,tmp,0,0,7.975427062563992e-4,tmp_jja,jja
92,"(-2.15,-2.125]",-2.15,-2.125,0.025,tmp,0,0,8.083203103949992e-4,tmp_jja,jja
33,"(-2.125,-2.1]",-2.125,-2.1,0.025,tmp,0,0.002004634369779598,7.005442690089993e-4,tmp_djf,djf
93,"(-2.125,-2.1]",-2.125,-2.1,0.025,tmp,0,0.002004634369779598,7.005442690089993e-4,tmp_jja,jja
94,"(-2.1,-2.075]",-2.1,-2.075,0.025,tmp,0,0,7.759874979791992e-4,tmp_jja,jja
95,"(-2.075,-2.05]",-2.075,-2.05,0.025,tmp,0,0,6.682114565931994e-4,tmp_jja,jja
96,"(-2.05,-2.025]",-2.05,-2.025,0.025,tmp,0,0,8.837635393651991e-4,tmp_jja,jja
34,"(-2.025,-2]",-2.025,-2,0.025,tmp,0,0.001886080724254998,9.160963517809991e-4,tmp_djf,djf
97,"(-2.025,-2]",-2.025,-2,0.025,tmp,0,0.001886080724254998,9.160963517809991e-4,tmp_jja,jja
35,"(-2,-1.975]",-2,-1.975,0.025,tmp,0,4.634369779597995e-4,7.544322897019992e-4,tmp_djf,djf
98,"(-2,-1.975]",-2,-1.975,0.025,tmp,0,4.634369779597995e-4,7.544322897019992e-4,tmp_jja,jja
99,"(-1.975,-1.95]",-1.975,-1.95,0.025,tmp,0,0,0.001034649997305599,tmp_jja,jja
100,"(-1.95,-1.925]",-1.95,-1.925,0.025,tmp,0,0,8.837635393651991e-4,tmp_jja,jja
36,"(-1.925,-1.9]",-1.925,-1.9,0.025,tmp,0,0.001853747911839198,0.0011963140593845988,tmp_djf,djf
101,"(-1.925,-1.9]",-1.925,-1.9,0.025,tmp,0,0.001853747911839198,0.0011963140593845988,tmp_jja,jja
37,"(-1.9,-1.875]",-1.9,-1.875,0.025,tmp,0,4.203265614053996e-4,0.001002317184889799,tmp_djf,djf
102,"(-1.9,-1.875]",-1.9,-1.875,0.025,tmp,0,4.203265614053996e-4,0.001002317184889799,tmp_jja,jja
103,"(-1.875,-1.85]",-1.875,-1.85,0.025,tmp,0,0,0.001034649997305599,tmp_jja,jja
104,"(-1.85,-1.825]",-1.85,-1.825,0.025,tmp,0,0,0.001002317184889799,tmp_jja,jja
38,"(-1.825,-1.8]",-1.825,-1.8,0.025,tmp,0,0.0026081802015411972,0.001002317184889799,tmp_djf,djf
105,"(-1.825,-1.8]",-1.825,-1.8,0.025,tmp,0,0.0026081802015411972,0.001002317184889799,tmp_jja,jja
106,"(-1.8,-1.775]",-1.8,-1.775,0.025,tmp,0,0,0.001056205205582799,tmp_jja,jja
107,"(-1.775,-1.75]",-1.775,-1.75,0.025,tmp,0,0,0.0011100932262757988,tmp_jja,jja
108,"(-1.75,-1.725]",-1.75,-1.725,0.025,tmp,0,0,0.0014118661421565987,tmp_jja,jja
39,"(-1.725,-1.7]",-1.725,-1.7,0.025,tmp,0,0.0026836234305113974,0.001088538017998599,tmp_djf,djf
109,"(-1.725,-1.7]",-1.725,-1.7,0.025,tmp,0,0.0026836234305113974,0.001088538017998599,tmp_jja,jja
110,"(-1.7,-1.675]",-1.7,-1.675,0.025,tmp,0,0,0.001099315622137199,tmp_jja,jja
111,"(-1.675,-1.65]",-1.675,-1.65,0.025,tmp,0,0,0.0013364229131863988,tmp_jja,jja
112,"(-1.65,-1.625]",-1.65,-1.625,0.025,tmp,0,0,0.0012933124966319988,tmp_jja,jja
40,"(-1.625,-1.6]",-1.625,-1.6,0.025,tmp,0,0.0035997197822923966,0.0013903109338793986,tmp_djf,djf
113,"(-1.625,-1.6]",-1.625,-1.6,0.025,tmp,0,0.0035997197822923966,0.0013903109338793986,tmp_jja,jja
114,"(-1.6,-1.575]",-1.6,-1.575,0.025,tmp,0,0,0.0012070916635231988,tmp_jja,jja
115,"(-1.575,-1.55]",-1.575,-1.55,0.025,tmp,0,0,0.0015411973918197984,tmp_jja,jja
116,"(-1.55,-1.525]",-1.55,-1.525,0.025,tmp,0,0,0.0014980869752653984,tmp_jja,jja
41,"(-1.525,-1.5]",-1.525,-1.5,0.025,tmp,0,0.0036212749905695962,0.0014765317669881985,tmp_djf,djf
117,"(-1.525,-1.5]",-1.525,-1.5,0.025,tmp,0,0.0036212749905695962,0.0014765317669881985,tmp_jja,jja
42,"(-1.5,-1.475]",-1.5,-1.475,0.025,tmp,0,6.789890607317993e-4,0.0014010885380179986,tmp_djf,djf
118,"(-1.5,-1.475]",-1.5,-1.475,0.025,tmp,0,6.789890607317993e-4,0.0014010885380179986,tmp_jja,jja
119,"(-1.475,-1.45]",-1.475,-1.45,0.025,tmp,0,0,0.0014441989545723986,tmp_jja,jja
120,"(-1.45,-1.425]",-1.45,-1.425,0.025,tmp,0,0,0.0015411973918197984,tmp_jja,jja
43,"(-1.425,-1.4]",-1.425,-1.4,0.025,tmp,0,0.0045589265506277956,0.0013040901007705986,tmp_djf,djf
121,"(-1.425,-1.4]",-1.425,-1.4,0.025,tmp,0,0.0045589265506277956,0.0013040901007705986,tmp_jja,jja
44,"(-1.4,-1.375]",-1.4,-1.375,0.025,tmp,0,8.514307269493991e-4,0.0017459718704531983,tmp_djf,djf
122,"(-1.4,-1.375]",-1.4,-1.375,0.025,tmp,0,8.514307269493991e-4,0.0017459718704531983,tmp_jja,jja
123,"(-1.375,-1.35]",-1.375,-1.35,0.025,tmp,0,0,0.0015196421835425985,tmp_jja,jja
124,"(-1.35,-1.325]",-1.35,-1.325,0.025,tmp,0,0,0.0015843078083741984,tmp_jja,jja
45,"(-1.325,-1.3]",-1.325,-1.3,0.025,tmp,0,0.006574338524545993,0.0013040901007705986,tmp_djf,djf
125,"(-1.325,-1.3]",-1.325,-1.3,0.025,tmp,0,0.006574338524545993,0.0013040901007705986,tmp_jja,jja
126,"(-1.3,-1.275]",-1.3,-1.275,0.025,tmp,0,0,0.0015411973918197984,tmp_jja,jja
127,"(-1.275,-1.25]",-1.275,-1.25,0.025,tmp,0,0,0.0011855364552459987,tmp_jja,jja
128,"(-1.25,-1.225]",-1.25,-1.225,0.025,tmp,0,0,0.0014226437462951985,tmp_jja,jja
46,"(-1.225,-1.2]",-1.225,-1.2,0.025,tmp,0,0.007026997898367193,0.0014334213504337986,tmp_djf,djf
129,"(-1.225,-1.2]",-1.225,-1.2,0.025,tmp,0,0.007026997898367193,0.0014334213504337986,tmp_jja,jja
130,"(-1.2,-1.175]",-1.2,-1.175,0.025,tmp,0,0,0.0014657541628495985,tmp_jja,jja
131,"(-1.175,-1.15]",-1.175,-1.15,0.025,tmp,0,0,0.0014873093711267986,tmp_jja,jja
132,"(-1.15,-1.125]",-1.15,-1.125,0.025,tmp,0,0,0.0013795333297407985,tmp_jja,jja
47,"(-1.125,-1.1]",-1.125,-1.1,0.025,tmp,0,0.0071347739397531924,0.0015627526000969985,tmp_djf,djf
133,"(-1.125,-1.1]",-1.125,-1.1,0.025,tmp,0,0.0071347739397531924,0.0015627526000969985,tmp_jja,jja
134,"(-1.1,-1.075]",-1.1,-1.075,0.025,tmp,0,0,0.0013256453090477987,tmp_jja,jja
135,"(-1.075,-1.05]",-1.075,-1.05,0.025,tmp,0,0,0.0013687557256021987,tmp_jja,jja
136,"(-1.05,-1.025]",-1.05,-1.025,0.025,tmp,0,0,0.0013040901007705986,tmp_jja,jja
48,"(-1.025,-1]",-1.025,-1,0.025,tmp,0,0.0073826588349409925,0.0014980869752653984,tmp_djf,djf
137,"(-1.025,-1]",-1.025,-1,0.025,tmp,0,0.0073826588349409925,0.0014980869752653984,tmp_jja,jja
49,"(-1,-0.975]",-1,-0.975,0.025,tmp,0,0.001142426038691599,0.0012286468718003987,tmp_djf,djf
138,"(-1,-0.975]",-1,-0.975,0.025,tmp,0,0.001142426038691599,0.0012286468718003987,tmp_jja,jja
139,"(-0.975,-0.95]",-0.975,-0.95,0.025,tmp,0,0,0.0013148677049091987,tmp_jja,jja
140,"(-0.95,-0.925]",-0.95,-0.925,0.025,tmp,0,0,0.0014765317669881985,tmp_jja,jja
50,"(-0.925,-0.9]",-0.925,-0.9,0.025,tmp,0,0.01016328070269979,0.001088538017998599,tmp_djf,djf
141,"(-0.925,-0.9]",-0.925,-0.9,0.025,tmp,0,0.01016328070269979,0.001088538017998599,tmp_jja,jja
142,"(-0.9,-0.875]",-0.9,-0.875,0.025,tmp,0,0,0.0014334213504337986,tmp_jja,jja
143,"(-0.875,-0.85]",-0.875,-0.85,0.025,tmp,0,0,0.001142426038691599,tmp_jja,jja
144,"(-0.85,-0.825]",-0.85,-0.825,0.025,tmp,0,0,0.0013579781214635986,tmp_jja,jja
51,"(-0.825,-0.8]",-0.825,-0.8,0.025,tmp,0,0.010357277577194589,0.0011855364552459987,tmp_djf,djf
145,"(-0.825,-0.8]",-0.825,-0.8,0.025,tmp,0,0.010357277577194589,0.0011855364552459987,tmp_jja,jja
146,"(-0.8,-0.775]",-0.8,-0.775,0.025,tmp,0,0,0.0013040901007705986,tmp_jja,jja
147,"(-0.775,-0.75]",-0.775,-0.75,0.025,tmp,0,0,0.0013256453090477987,tmp_jja,jja
148,"(-0.75,-0.725]",-0.75,-0.725,0.025,tmp,0,0,0.0015950854125127984,tmp_jja,jja
52,"(-0.725,-0.7]",-0.725,-0.7,0.025,tmp,0,0.00935496039230479,0.0012933124966319988,tmp_djf,djf
149,"(-0.725,-0.7]",-0.725,-0.7,0.025,tmp,0,0.00935496039230479,0.0012933124966319988,tmp_jja,jja
1,"(-0.7,-0.675]",-0.7,-0.675,0.025,tmp,1.0777604138599989e-5,0.002920730721560597,0.0017136390580373983,tmp_avg,avg
53,"(-0.7,-0.675]",-0.7,-0.675,0.025,tmp,1.0777604138599989e-5,0.002920730721560597,0.0017136390580373983,tmp_djf,djf
150,"(-0.7,-0.675]",-0.7,-0.675,0.025,tmp,1.0777604138599989e-5,0.002920730721560597,0.0017136390580373983,tmp_jja,jja
